Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
513375,"Carborundum Universal Ltd.,",CARBORUNIV,CARBORUNDUM UNIVERSAL LTD.,Active,A ,1.00,INE120A01034,Other Industrial Products,Equity,
513377,"MMTC Ltd.,",MMTC,MMTC LTD.,Active,A ,1.00,INE123F01029,Comm.Trading  & Distribution,Equity,
513397,Vallabh Steels ltd,VALLABHSQ,VALLABH STEELS LTD.-$,Active,X ,10.00,INE457E01016,Iron & Steel Products,Equity,
513401,Ashiana Ispat Limited,ASHIS,ASHIANA ISPAT LTD.,Active,X ,10.00,INE587D01012,Iron & Steel/Interm.Products,Equity,
513403,P.M. Telelinnks Limited,PMTELELIN,P.M.TELELINNKS LTD.,Active,XT,10.00,INE092C01015,Iron & Steel/Interm.Products,Equity,
513422,Bloom Industries Ltd,BLOIN,BLOOM INDUSTRIES LTD.,Active,P ,10.00,INE373E01015,Iron & Steel/Interm.Products,Equity,
513430,Maitri Enterprises Limited,MAITRI,Maitri Enterprises Ltd,Active,XT,10.00,INE501L01024,Aluminium,Equity,
513434,Tata Metaliks Ltd,TATAMETALI,TATA METALIKS LTD.,Active,A ,10.00,INE056C01010,Iron & Steel/Interm.Products,Equity,
513446,JSW ISPAT SPECIAL PRODUCTS LIMITED,JSWISPL,JSW Ispat Special Products Ltd,Active,T ,10.00,INE743C01021,Iron & Steel/Interm.Products,Equity,
513452,Elango Industries Ltd,ELANGO,ELANGO INDUSTRIES LTD.,Active,XT,10.00,INE594D01018,Iron & Steel/Interm.Products,Equity,
513456,Kanishk Steel Industries Ltd,KANSHST,KANISHK STEEL INDUSTRIES LTD.,Active,XT,10.00,INE791E01018,Iron & Steel Products,Equity,
513460,Mahalaxmi Seamless Ltd.,MAHALXSE,MAHALAXMI SEAMLESS LTD.-$,Active,Z ,10.00,INE257F01017,Iron & Steel Products,Equity,
513472,Simplex Castings Ltd.,SIMPLEXCAS,SIMPLEX CASTINGS LTD.,Active,XT,10.00,INE658D01011,Other Industrial Products,Equity,
513488,Shree Steel Wire Ropes Ltd.,SSWRL,SHREE STEEL WIRE ROPES LTD.,Active,X ,10.00,INE387D01025,Iron & Steel Products,Equity,
513496,Mewat Zinc Ltd.,MEWATZI,MEWAT ZINC LTD.,Active,P ,10.00,INE235U01012,Zinc,Equity,
513498,Southern Magnesium And Chemicals Lt,SOUTHMG,SOUTHERN MAGNESIUM & CHEMICALS LTD.,Active,XT,10.00,INE308N01012,Mining,Equity,
513502,Baroda Extrusion Ltd.,BAROEXT,BARODA EXTRUSION LTD.,Active,X ,1.00,INE927K01023,Copper,Equity,
513507,Gujarat Containers Ltd.,GUJCONT,GUJARAT CONTAINERS LTD.,Active,P ,10.00,INE276I01011,Iron & Steel Products,Equity,
513509,Kalyani Forge Ltd.,KALYANIFRG,KALYANI FORGE LTD.,Active,T ,10.00,INE314G01014,Auto Parts & Equipment,Equity,
513511,Panchmahal Steel Ltd.,PANCHMAHQ,PANCHMAHAL STEEL LTD.,Active,XT,10.00,INE798F01010,Iron & Steel/Interm.Products,Equity,
513513,Aditya Ispat Ltd.,ADITYA,ADITYA ISPAT LTD.,Active,X ,10.00,INE570B01012,Iron & Steel/Interm.Products,Equity,
513515,S.R.Industries Ltd.,SRIND,S.R.INDUSTRIES LTD.,Active,X ,10.00,INE329C01011,Textiles,Equity,
513517,Steelcast Ltd.,STEELCAS,STEELCAST LTD.,Active,X ,5.00,INE124E01020,Other Industrial Products,Equity,
513519,PITTI ENGINEERING LIMITED,PITTIENG,Pitti Engineering Ltd-$,Active,B ,5.00,INE450D01021,Other Elect.Equip./ Prod.,Equity,
513528,Glittek Granites Ltd.,GLITTEKG,GLITTEK GRANITES LTD.,Active,XT,5.00,INE741B01027,Construction Materials,Equity,
513532,Pradeep Metals Ltd.,PRADPME,PRADEEP METALS LTD.,Active,X ,10.00,INE770A01010,Auto Parts & Equipment,Equity,
513536,Gujarat Natural Resources Limited,GNRL,Gujarat Natural Resources Limited,Active,X ,10.00,INE207H01018,Exploration & Production,Equity,
513540,Tamilnadu Steel Tubes Ltd.,TNSTLTU,TAMILNADU STEEL TUBES LTD.,Active,P ,10.00,INE176E01012,Iron & Steel Products,Equity,
513548,Sharda Ispat Ltd.,SHRDAIS,SHARDA ISPAT LTD.,Active,XT,10.00,INE385M01012,Iron & Steel/Interm.Products,Equity,
513554,Mahamaya Steel Industries Limited,MAHASTEEL,MAHAMAYA STEEL INDUSTRIES LTD.,Active,B ,10.00,INE451L01014,Iron & Steel Products,Equity,
513558,Real Strips Ltd.,REALSTR,REAL STRIPS LTD.-$,Active,X ,10.00,INE183B01014,Iron & Steel/Interm.Products,Equity,
513566,Nova Iron & Steel Ltd.,NOVIS,NOVA IRON & STEEL LTD.,Active,XT,10.00,INE608C01026,Iron & Steel/Interm.Products,Equity,
513579,Foundry Fuel Products Ltd.,FFPL,FOUNDRY FUEL PRODUCTS LTD.,Active,Z ,10.00,INE617C01027,Coal,Equity,
513599,Hindustan Copper Ltd.,HINDCOPPER,HINDUSTAN COPPER LTD.,Active,A ,5.00,INE531E01026,Copper,Equity,
513605,Srikalahasthi Pipes Limited,SRIPIPES,Srikalahasthi Pipes Limited,Active,A ,10.00,INE943C01027,Iron & Steel Products,Equity,
513642,Axel Polymers Ltd.,AXELPOLY,AXEL POLYMERS LTD.,Active,XT,10.00,INE197C01012,Plastic Products,Equity,
513683,NLC India Limited,NLCINDIA,NLC India Ltd,Active,A ,10.00,INE589A01014,Electric Utilities,Equity,
513687,Spectra Industries Ltd.,SPECTRA,SPECTRA INDUSTRIES LTD.,Active,XT,10.00,INE848B01012,Auto Parts & Equipment,Equity,
513691,JMT Auto Ltd,JMTAUTOLTD,JMT AUTO LTD.,Active,B ,1.00,INE988E01036,Auto Parts & Equipment,Equity,
513693,KIC Metaliks Ltd.,KAJARIR,KIC METALIKS LTD.,Active,X ,2.00,INE434C01027,Iron & Steel/Interm.Products,Equity,
513699,Solid Stone Company Ltd.,SOLIDSTON,SOLID STONE COMPANY LTD.,Active,X ,10.00,INE584G01012,Construction Materials,Equity,
513709,Shilp Gravures Ltd.,SHILGRAVQ,SHILP GRAVURES LTD.-$,Active,X ,10.00,INE960A01017,Industrial Machinery,Equity,
513713,White Organic Agro Limited,WHITEORG,White Organic Agro Ltd,Active,XT,10.00,INE146C01019,Other Agricultural Products,Equity,
513721,MFS Intercorp Limited,MFSINTRCRP,MFS INTERCORP LTD.,Active,ZP,10.00,INE614F01019,Iron & Steel/Interm.Products,Equity,
513729,Aro Granite Industries Ltd.,AROGRANITE,ARO GRANITE INDUSTRIES LTD.-$,Active,B ,10.00,INE210C01013,Construction Materials,Equity,
514010,"Himachal Fibres Ltd.,",HIMFIBP,HIMACHAL FIBRES LTD.,Active,XT,1.00,INE723D01021,Textiles,Equity,
514028,Rajkamal Synthetics Ltd.,RAJKSYN,RAJKAMAL SYNTHETICS LTD.,Active,XT,10.00,INE376L01013,Textiles,Equity,
514030,"Deepak Spinners Ltd.,",DEEPAKSP,DEEPAK SPINNERS LTD.-$,Active,X ,10.00,INE272C01013,Textiles,Equity,
514034,"JBF Industries Ltd.,",JBFIND,JBF INDUSTRIES LTD.,Active,T ,10.00,INE187A01017,Fibres & Plastics,Equity,
514036,Loyal Textiles Mills Ltd,LOYALTEX,LOYAL TEXTILE MILLS LTD.-$,Active,X ,10.00,INE970D01010,Textiles,Equity,
514043,"Himatsingka Seide Ltd.,",HIMATSEIDE,HIMATSINGKA SEIDE LTD.,Active,A ,5.00,INE049A01027,Textiles,Equity,
514045,"BSL Ltd.,",BSL,BSL LTD.,Active,B ,10.00,INE594B01012,Textiles,Equity,
514060,Evergreen Textiles Limited,EVERTEX,Evergreen Textiles Limited,Active,ZP,10.00,INE229N01010,Textiles,Equity,
514087,"P.B.M. Polytex Ltd.,",PBMPOLY,PBM POLYTEX LTD.-$,Active,X ,10.00,INE501F01018,Textiles,Equity,
514113,"Adinath Textiles Ltd.,",ADINATH,ADINATH TEXTILES LTD.,Active,XT,10.00,INE207C01019,Textiles,Equity,
514128,Konark Synthetics  Ltd,KONARKSY,KONARK SYNTHETIC LTD.,Active,XT,10.00,INE517D01019,Textiles,Equity,
514138,"Suryalata Spinning Mills Ltd.,",SURYALA,SURYALATA SPINNING MILLS LTD.-$,Active,X ,10.00,INE132C01027,Textiles,Equity,
514140,"Suryavanshi Spinning Mills Ltd.,",SURYVANSP,SURYAVANSHI SPINNING MILLS LTD.-$,Active,X ,10.00,INE431C01023,Textiles,Equity,
514142,T T Ltd,TTL,T T LTD.-$,Active,T ,10.00,INE592B01016,Textiles,Equity,
514162,Welspun India Ltd,WELSPUNIND,WELSPUN INDIA LTD.,Active,A ,1.00,INE192B01031,Textiles,Equity,
514165,Indian Acrylics Ltd,INDIANACRY,INDIAN ACRYLICS LTD.,Active,X ,10.00,INE862B01013,Fibres & Plastics,Equity,
514167,Ganesha Ecosphere Limited,GANECOS,GANESHA ECOSPHERE LTD.,Active,B ,10.00,INE845D01014,Misc.Commercial Services,Equity,
514171,Ceeta Industries Ltd.,CEETAIN,CEETA INDUSTRIES LTD.,Active,XT,1.00,INE760J01012,Construction Materials,Equity,
514175,"Vardhman Polytex Ltd.,",VARDMNPOLY,VARDHMAN POLYTEX LTD.,Active,B ,10.00,INE835A01011,Textiles,Equity,
514183,Black Rose Industries Ltd,BLACKROSE,BLACK ROSE INDUSTRIES LTD.,Active,X ,1.00,INE761G01016,Specialty Chemicals,Equity,
514197,S & T Corporation Limited,STCORP,S&T CORPORATION LTD.,Active,XT,10.00,INE110Q01015,Textiles,Equity,
514211,Sumeet Industries Ltd,SUMEETINDS,SUMEET INDUSTRIES LTD.-$,Active,T ,10.00,INE235C01010,Textiles,Equity,
514215,"Binny Ltd.,",BINNY,BINNY LTD.,Active,X ,5.00,INE118K01011,Textiles,Equity,
514223,Ramgopal Polytex Ltd,RAMGOPOLY,RAMGOPAL POLYTEX LTD.,Active,XT,10.00,INE410D01017,Comm.Trading  & Distribution,Equity,
514234,Sangam (India) Ltd,SANGAMIND,SANGAM (INDIA) LTD.,Active,B ,10.00,INE495C01010,Textiles,Equity,
514236,TTL ENTERPRISES LIMITED,TTLEL,TTL Enterprises Ltd,Active,XT,10.00,INE664X01025,Comm.Trading  & Distribution,Equity,
514238,Ikab Securities & Investment Ltd.,IKAB,IKAB SECURITIES & INVESTMENT LTD.,Active,X ,10.00,INE874A01010,Other Financial Services,Equity,
514240,Kush Industries Limited,KUSHIND,Kush Industries Ltd,Active,X ,10.00,INE979D01011,Textiles,Equity,
514248,Sree chem Resins Ltd,SRECR,SREECHEM RESINS LTD.,Active,P ,10.00,INE377C01010,Commodity Chemicals,Equity,
514260,Surbhi Industries Limited,SURBHIN,SURBHI INDUSTRIES LTD.,Active,XT,10.00,INE899E01019,Textiles,Equity,
514264,Seasons Textiles Ltd,SEASONST,SEASONS TEXTILES LTD.-$,Active,X ,10.00,INE707B01010,Textiles,Equity,
514266,Zenith Fibres Limited,ZENIFIB,ZENITH FIBRES LTD.-$,Active,XT,10.00,INE106C01013,Textiles,Equity,
514272,Bhilwara Spinners Ltd,BHILSPIN,BHILWARA SPINNERS LTD.,Active,X ,10.00,INE436C01014,Textiles,Equity,
514274,"Aarvee Denims & Exports Ltd.,",AARVEEDEN,AARVEE DENIMS & EXPORTS LTD.,Active,T ,10.00,INE273D01019,Textiles,Equity,
514286,Ashima Ltd,ASHIMASYN,ASHIMA LTD.,Active,T ,10.00,INE440A01010,Textiles,Equity,
514300,Pioneer Embroideries Ltd.,PIONEEREMB,PIONEER EMBROIDERIES LTD.-$,Active,B ,10.00,INE156C01018,Textiles,Equity,
514302,Vippy Spinpro Ltd.,VIPPYSP,VIPPY SPINPRO LTD.,Active,X ,10.00,INE660D01017,Textiles,Equity,
514312,Jaihind Synthetics Ltd.,JAIHINDS,JAIHIND SYNTHETICS LTD.,Active,XT,10.00,INE156E01014,Textiles,Equity,
514316,Raghuvir Synthetics Ltd.,RAGHUSYN,RAGHUVIR SYNTHETICS LTD.,Active,X ,10.00,INE969C01014,Textiles,Equity,
514318,Jattashankar Industries Limited,JATTAINDUS,JATTASHANKAR INDUSTIES LTD.,Active,P ,10.00,INE722N01014,Textiles,Equity,
514322,Kamadgiri Fashion Limited,KAMADGIRI,KAMADGIRI FASHION LTD.-$,Active,X ,10.00,INE535C01013,Textiles,Equity,
514324,Omnitex Industries (India) Ltd.,OMNITEX,OMNITEX INDUSTRIES (INDIA) LTD.,Active,X ,10.00,INE814D01010,Textiles,Equity,
514326,Patspin India Ltd.,PATSPINLTD,PATSPIN INDIA LTD.,Active,T ,10.00,INE790C01014,Textiles,Equity,
514330,ONE GLOBAL SERVICE PROVIDER LIMITED,ONEGLOBAL,One Global Service Provider Ltd,Active,X ,10.00,INE670O01013,Textiles,Equity,
514332,Neo Infracon Ltd.,NEOINFRA,NEO INFRACON LTD.,Active,X ,10.00,INE216I01017,Realty,Equity,
514336,GENESIS IBRC INDIA LIMITED,GENESIS,Genesis Ibrc India Ltd,Active,X ,10.00,INE194N01016,Biotechnology,Equity,
514354,Premier Polyfilm Ltd.,PREMIERPOL,PREMIER POLYFILM LTD.,Active,B ,5.00,INE309M01012,Commodity Chemicals,Equity,
514358,Everlon Synthetics Ltd.,EVERLON,EVERLON SYNTHETICS LTD.,Active,X ,10.00,INE339D01034,Textiles,Equity,
514360,K&R RAIL ENGINEERING LIMITED,KRRAIL,K&R Rail Engineering Ltd,Active,X ,10.00,INE078T01026,Construction & Engineering,Equity,
514378,Yarn Syndicate Ltd.,YARNSYN,YARN SYNDICATE LTD.,Active,XT,10.00,INE564C01013,Comm.Trading  & Distribution,Equity,
514386,Gujarat Cotex Ltd,GUJCOTEX,GUJARAT COTEX LTD.,Active,XT,5.00,INE004C01028,Textiles,Equity,
514394,Atlas Jewellery India Limited,AJIL,Atlas Jewellery India Limited,Active,Z ,10.00,INE022N01019,Other Apparels & Accessories,Equity,
514400,Garware Synthetics Ltd.,GARWSYN,GARWARE SYNTHETICS LTD.,Active,X ,10.00,INE340D01016,Comm.Trading  & Distribution,Equity,
514402,Sharad Fibers & Yarn Processors Ltd,SHARDFI,SHARAD FIBRES & YARN PROCESSORS LTD.,Active,P ,10.00,INE638N01012,Textiles,Equity,
514412,SARUP INDUSTRIES LIMITED,SARUPINDUS,SARUP INDUSTRIES LTD.-$,Active,XT,10.00,INE305D01019,Other Apparels & Accessories,Equity,
514418,Mangalam Organics Limited,MANORG,Mangalam Organics Limited,Active,X ,10.00,INE370D01013,Commodity Chemicals,Equity,
514428,Hindustan Adhesives Ltd.,HINDADH,HINDUSTAN ADHESIVES LTD.,Active,X ,10.00,INE074C01013,Plastic Products,Equity,
514440,Blue Pearl Texspin Limited,BPTEX,Blue Pearl Texspin Limited,Active,XT,10.00,INE439N01023,Commodity Chemicals,Equity,
514442,Sri KPR Industries Ltd,SRIKPRIND,SRI KPR INDUSTRIES LTD.,Active,X ,10.00,INE009C01019,Plastic Products,Equity,
514448,"Jyoti Resins & Adhesives Ltd,",JYOTIRES,JYOTI RESINS & ADHESIVES LTD.,Active,X ,10.00,INE577D01013,Specialty Chemicals,Equity,
514450,Mahalaxmi Rubtech Ltd.,MHLXMIRU,MAHALAXMI RUBTECH LTD.,Active,X ,10.00,INE112D01035,Other Industrial Products,Equity,
514454,Southern Latex Ltd.,SOUTLAT,SOUTHERN LATEX LTD.,Active,XT,10.00,INE410M01018,Textiles,Equity,
514460,Oswal Yarns Ltd.,OSWAYRN,OSWAL YARNS LTD.,Active,XT,10.00,INE670H01017,Comm.Trading  & Distribution,Equity,
514470,Winsome Textile Industries Ltd,WINSOMTX,WINSOME TEXTILE INDUSTRIES LTD.-$,Active,T ,10.00,INE837B01031,Textiles,Equity,
514482,Asahi Industries Limited,ASAHIIND,Asahi Industries Limited,Active,ZP,1.00,INE745I01015,Textiles,Equity,
514484,"Thambbi Modern Spinning Mills Ltd.,",THAMBBI,THAMBBI MODERN SPINNING MILLS LTD.,Active,X ,10.00,INE830D01016,Textiles,Equity,
515008,"Modern Insulators Ltd.,",MODINSU,MODERN INSULATORS LTD.,Active,XT,10.00,INE219W01012,Other Elect.Equip./ Prod.,Equity,
515030,Asahi India Glass Ltd.,ASAHIINDIA,ASAHI INDIA GLASS LTD.,Active,A ,1.00,INE439A01020,Auto Parts & Equipment,Equity,
515037,"Murudeshwar Ceramics Ltd.,",MURUDCERA,MURUDESHWAR CERAMICS LTD.,Active,B ,10.00,INE692B01014,Furniture-Furnishing-Paints,Equity,
515043,Saint-Gobain Sekurit India Ltd.,SAINTGOBAIN,SAINT-GOBAIN SEKURIT INDIA LTD.,Active,X ,10.00,INE068B01017,Furniture-Furnishing-Paints,Equity,
515055,Anant Raj Limited,ANANTRAJ,Anant Raj Limited-$,Active,T ,2.00,INE242C01024,Realty,Equity,
515059,"Madhusudan Industries Ltd.,",MADHUDIN,MADHUSUDAN INDUSTRIES LTD.,Active,X ,5.00,INE469C01023,Edible Oils,Equity,
515085,Restile Ceramics Ltd.,RESTILE,RESTILE CERAMICS LTD.,Active,XT,10.00,INE298E01022,Furniture-Furnishing-Paints,Equity,
515093,"Madhav Marbles & Granites Ltd.,",MADHAV,MADHAV MARBLES & GRANITES LTD.,Active,B ,10.00,INE925C01016,Construction Materials,Equity,
515127,Ramasigns Industries Limited,RAMASIGNS,Ramasigns Industries Ltd,Active,XT,5.00,INE650D01026,Comm.Trading  & Distribution,Equity,
515145,Hindusthan National Glass & Industr,HINDNATGLS,HINDUSTHAN NATIONAL GLASS & INDUSTRIES LTD.-$,Active,T ,2.00,INE952A01022,Containers & Packaging,Equity,
515147,Haldyn Glass Limited,HALDYNGL,Haldyn Glass Ltd-$,Active,XT,1.00,INE506D01020,Containers & Packaging,Equity,
516003,DUROPLY INDUSTRIES LIMITED,DUROPLY,Duroply Industries Ltd,Active,X ,10.00,INE932D01010,Forest Products,Equity,
516016,"Shreyans Industries Limited.,",SHREYANIND,SHREYANS INDUSTRIES LTD.-$,Active,B ,10.00,INE231C01019,Paper & Paper Products,Equity,
516020,Agio Paper & Industries Limited,AGIOPAPER,AGIO PAPER & INDUSTRIES LTD.-$,Active,XT,10.00,INE112C01011,Paper & Paper Products,Equity,
516022,Star Paper Mills Ltd.,STARPAPER,STAR PAPER MILLS LTD.,Active,B ,10.00,INE733A01018,Paper & Paper Products,Equity,
516030,YASH PAKKA LIMITED,YASHPAKKA,Yash Pakka Ltd-$,Active,X ,10.00,INE551D01018,Paper & Paper Products,Equity,
516032,Sarda Papers Ltd,SARDAPPR,SARDA PAPERS LTD.,Active,XT,10.00,INE385D01011,Paper & Paper Products,Equity,
516062,National Plywood Industries Ltd.,NATPLY,NATIONAL PLYWOOD INDUSTRIES LTD.,Active,Z ,10.00,INE497C01016,Forest Products,Equity,
516064,Arrow Greentech Limited,ARROWGREEN,Arrow Greentech Ltd,Active,T ,10.00,INE570D01018,Plastic Products,Equity,
516072,Vishnu Chemicals Limited,VISHNU,VISHNU CHEMICALS LTD.,Active,B ,10.00,INE270I01014,Specialty Chemicals,Equity,
516078,Jumbo Bag ltd.,JUMBO,JUMBO BAG LTD.,Active,Z ,10.00,INE699D01015,Containers & Packaging,Equity,
516082,N.R.Agarwal Industries Ltd.,NRAGRINDQ,N.R.AGARWAL INDUSTRIES LTD.,Active,B ,10.00,INE740D01017,Paper & Paper Products,Equity,
516086,Shree Rajeshwaranand Paper Mills Lt,SRPML,SHREE RAJESHWARANAND PAPER MILLS LTD.,Active,XT,10.00,INE617D01017,Paper & Paper Products,Equity,
516092,3P LAND HOLDINGS LTD.,3PLAND,3P Land Holdings Ltd,Active,B ,2.00,INE105C01023,Paper & Paper Products,Equity,
516096,Sangal Papers Ltd.,SANPA,SANGAL PAPERS LTD.,Active,XT,10.00,INE384D01022,Paper & Paper Products,Equity,
516098,Ventura Textiles Ltd.,VENTURA,VENTURA TEXTILES LTD.,Active,X ,10.00,INE810C01044,Textiles,Equity,
516106,Shree Karthik Papers Ltd.,SHKARTP,SHREE KARTHIK PAPERS LTD.,Active,XT,5.00,INE538D01015,Paper & Paper Products,Equity,
516108,South India Paper Mills Ltd.,STHINPA,SOUTH INDIA PAPER MILLS LTD.,Active,X ,10.00,INE088G01014,Paper & Paper Products,Equity,
516110,Scandent Imaging Limited,SCANDENT,Scandent Imaging Limited,Active,X ,10.00,INE146N01016,Healthcare Services,Equity,
517015,"Vindhya Telelinks Ltd.,",VINDHYATEL,VINDHYA TELELINKS LTD.,Active,A ,10.00,INE707A01012,Telecom Cables,Equity,
517035,Ruttonsha International Rectifier L,RIR,RUTTONSHA INTERNATIONAL RECTIFIER LTD.,Active,X ,10.00,INE302D01016,Electronic Components,Equity,
517041,Ador Welding Ltd.,ADORWELD,ADOR WELDING LTD.,Active,B ,10.00,INE045A01017,Other Industrial Goods,Equity,
517044,International Data Managements Ltd.,IDM,INTERNATIONAL DATA MANAGEMENT LTD.,Active,XT,10.00,INE649R01010,Consulting Services,Equity,
517059,"Salzer Electronics Ltd.,",SALZER,SALZER ELECTRONICS LTD.-$,Active,B ,10.00,INE457F01013,Other Elect.Equip./ Prod.,Equity,
517063,Jetking Infotrain Ltd.,JETKINGQ,JETKING INFOTRAIN LTD.,Active,X ,10.00,INE919C01019,IT Training Services,Equity,
517077,Ind-Agiv Commerce Ltd.,INDAGIV,IND-AGIV COMMERCE LTD.,Active,XT,10.00,INE115E01010,Comm.Trading  & Distribution,Equity,
517096,Aplab Ltd.,APLAB,APLAB LTD.-$,Active,X ,10.00,INE273A01015,Other Elect.Equip./ Prod.,Equity,
517119,PCS Technology Ltd.,PCS,PCS TECHNOLOGY LTD.,Active,XT,10.00,INE834B01012,Computer Hardware,Equity,
517146,Usha Martin Ltd.,USHAMART,USHA MARTIN LTD.,Active,A ,1.00,INE228A01035,Iron & Steel Products,Equity,
517166,SPEL Semiconductor Ltd.,SPELS,SPEL SEMICONDUCTOR LTD.,Active,XT,10.00,INE252A01019,Electronic Components,Equity,
517168,"Subros Ltd.,",SUBROS,SUBROS LTD.,Active,A ,2.00,INE287B01021,Auto Parts & Equipment,Equity,
517170,KLK Electrical Limited,KLKELEC,KLK Electrical Ltd,Active,XT,10.00,INE125G01014,Other Elect.Equip./ Prod.,Equity,
517172,Pervasive Commodities Limited,PERVASIVE,Pervasive Commodities Ltd,Active,P ,10.00,INE443P01020,Electronic Components,Equity,
517174,Honeywell Automation India Ltd.,HONAUT,HONEYWELL AUTOMATION INDIA LTD.,Active,A ,10.00,INE671A01010,Other Elect.Equip./ Prod.,Equity,
517201,Switching Technologies Gunther Ltd.,SWITCHTE,SWITCHING TECHNOLOGIES GUNTHER LTD.,Active,XT,10.00,INE311D01017,Electronic Components,Equity,
517206,"Lumax Industries Ltd.,",LUMAXIND,LUMAX INDUSTRIES LTD.,Active,B ,10.00,INE162B01018,Auto Parts & Equipment,Equity,
517214,DIGISPICE TECHNOLOGIES LIMITED,DIGISPICE,Digispice Technologies Ltd-$,Active,T ,3.00,INE927C01020,Telecom Equipment,Equity,
517230,PAE LTd.,PAEL,PAE LTD.,Active,Z ,10.00,INE766A01018,Comm.Trading  & Distribution,Equity,
517236,"Calcom Vision Ltd.,",CALCOM,CALCOM VISION LTD.,Active,XT,10.00,INE216C01010,Consumer Electronics,Equity,
517238,Dynavision Limited,DYNAVSN,DYNAVISION LTD.,Active,XT,10.00,INE083E01010,Electronic Components,Equity,
517246,"BCC Fuba India Ltd.,",BCCFUBA,BCC FUBA INDIA LTD.,Active,XT,10.00,INE788D01016,Electronic Components,Equity,
517258,"Precision Electronics Ltd.,",PRECISIO,PRECISION ELECTRONICS LTD.,Active,XT,10.00,INE143C01024,Electronic Components,Equity,
517264,Fine-line Circuits Ltd.,FINELINE,FINE-LINE CIRCUITS LTD.,Active,XT,10.00,INE087E01011,Electronic Components,Equity,
517271,HBL Power Systems Ltd.,HBLPOWER,HBL POWER SYSTEMS LTD.-$,Active,B ,1.00,INE292B01021,Other Elect.Equip./ Prod.,Equity,
517273,"S & S Power Switchgears Ltd.,",S&SPOWER,S&S POWER SWITCHGEAR LTD.,Active,T ,10.00,INE902B01017,Other Elect.Equip./ Prod.,Equity,
517288,Gujarat Poly Electronics Limited,GUJARATPOLY,Gujarat Poly Electronics Ltd,Active,X ,10.00,INE541F01022,Other Elect.Equip./ Prod.,Equity,
517300,Gujarat Industries Power Co. Ltd,GIPCL,GUJARAT INDUSTRIES POWER CO.LTD.,Active,A ,10.00,INE162A01010,Electric Utilities,Equity,
517320,Savant Infocomm Limited,SAVINFOCO,SAVANT INFOCOMM LTD.,Active,XT,10.00,INE898E01011,Other Elect.Equip./ Prod.,Equity,
517330,CMI Limited,CMI,CMI LTD.,Active,B ,10.00,INE981B01011,Other Elect.Equip./ Prod.,Equity,
517334,"Motherson Sumi Systems Ltd.,",MOTHERSUMI,MOTHERSON SUMI SYSTEMS LTD.,Active,A ,1.00,INE775A01035,Auto Parts & Equipment,Equity,
517344,Mindteck (India) Ltd,MINDTECK,MINDTECK (INDIA) LTD.,Active,B ,10.00,INE110B01017,IT Software Products,Equity,
517354,Havells India Limited,HAVELLS,HAVELLS INDIA LTD.,Active,A ,1.00,INE176B01034,Consumer Electronics,Equity,
517356,ACI Infocom Ltd.,ACIIN,ACI INFOCOM LTD.,Active,XT,1.00,INE167B01025,Storage Media & Peripherals,Equity,
517360,SBEC Systems (Ind) Ltd.,SBECSYS,SBEC SYSTEMS (INDIA) LTD.,Active,P ,10.00,INE689V01018,Comm.Trading  & Distribution,Equity,
517370,Incap Ltd,INCAP,INCAP LTD.,Active,XT,10.00,INE437C01012,Other Elect.Equip./ Prod.,Equity,
517372,Gujarat Intrux Limited,GUJINTRX,GUJARAT INTRUX LTD.-$,Active,X ,10.00,INE877E01015,Other Industrial Products,Equity,
517380,Igarashi Motors India Ltd.,IGARASHI,IGARASHI MOTORS INDIA LTD.,Active,A ,10.00,INE188B01013,Auto Parts & Equipment,Equity,
